horizon,x,empirical_density,analytical_chi_squared_density,abs_diff
1,16.424570301957672,2.085290474602401e-05,2.670625138782909e-05,5.85334664180508e-06
1,16.664345050890592,0.0,2.3517946116977262e-05,2.3517946116977262e-05
1,16.90411979982351,4.170580949204864e-05,2.0712418360103858e-05,2.0993391131944785e-05
1,17.143894548756425,2.085290474602432e-05,1.8243405946938324e-05,2.6094987990859973e-06
1,17.38366929768934,2.085290474602432e-05,1.6070282616981836e-05,4.782622129042485e-06
1,17.623444046622257,2.085290474602432e-05,1.4157364804496e-05,6.695539941528321e-06
1,17.863218795555174,2.085290474602432e-05,1.2473304686379556e-05,8.379600059644765e-06
1,18.10299354448809,2.085290474602432e-05,1.09905586051533e-05,9.862346140871021e-06
1,18.342768293421006,0.0,9.684921377528236e-06,9.684921377528236e-06
1,18.582543042353926,2.085290474602401e-05,8.535118213869522e-06,1.2317786532154488e-05
1,18.822317791286842,0.0,7.522447029977044e-06,7.522447029977044e-06
1,19.06209254021976,2.085290474602432e-05,6.6304648512441665e-06,1.4222439894780155e-05
2,0.14910443433008855,0.46689177082667177,0.4640795034807667,0.0028122673459050618
2,0.4472998806826559,0.39564655142489313,0.3997974956664663,0.00415094424157314
2,0.7454953270352234,0.34673567710270226,0.3444195150665655,0.0023161620361367707
2,1.0436907733877907,0.2965001681999654,0.2967122196724605,0.0002120514724950895
2,1.341886219740358,0.25723062152099024,0.25561310393792125,0.0016175175830689947
2,1.6400816660929256,0.21903419652752057,0.22020683535347818,0.0011726388259576115
2,1.9382771124454927,0.19284332039064683,0.18970486876201184,0.0031384516286349917
2,2.2364725587980603,0.16341631167091905,0.16342788439897393,1.1572728054881631e-05
2,2.5346680051506274,0.1401094500638415,0.1407906585288062,0.0006812084649646943
2,2.832863451503195,0.12200052162093256,0.1212890297263088,0.0007114918946237586
2,3.1310588978557625,0.10548450817994579,0.10448867052453975,0.0009958376554060344
2,3.4292543442083296,0.08999131384545686,0.09001541435876151,2.4100513304647908e-05
2,3.727449790560897,0.07790192735718152,0.07754692237448407,0.0003550049826974433
2,4.025645236913465,0.06691919760708372,0.06680550450822803,0.00011369309885568557
2,4.323840683266033,0.05789826843830111,0.05755193495683288,0.0003463334814682306
2,4.6220361296186,0.04877673411150258,0.04958012429750572,0.0008033901860031376
2,4.920231575971167,0.04195235089273959,0.042712529599567645,0.0007601787068280547
2,5.218427022323734,0.03645260225452262,0.03679620030492184,0.00034359805039922003
2,5.516622468676302,0.030248617510192734,0.03169937181368988,0.0014507543034971496
2,5.814817915028869,0.026828042137643223,0.02730853090959364,0.0004804887719504179
2,6.113013361381437,0.02436321576624718,0.023525887668163957,0.0008373280980832239
2,6.411208807734004,0.020070729024224337,0.020267197543776806,0.00019646851955246875
2,6.7094042540865715,0.016884899020379204,0.01745988513046954,0.0005749861100903357
2,7.007599700439139,0.015023703597080162,0.015041427810170876,1.772421309071369e-05
2,7.305795146791707,0.013296648384469423,0.012957963290019513,0.0003386850944499097
2,7.603990593144274,0.010815054486737424,0.011163090016757245,0.00034803553001982145
2,7.902186039496841,0.00982577043291183,0.009616833751813911,0.00020893668109791923
2,8.200381485849409,0.00809871522030105,0.008284757291323231,0.00018604207102218204
2,8.498576932201976,0.007243571377163627,0.007137193503338586,0.00010637787382504049
2,8.796772378554543,0.006388427534026292,0.006148584600957276,0.00023984293306901668
2,9.094967824907112,0.004929652742791942,0.005296912936078404,0.0003672601932864618
2,9.393163271259677,0.005063792953480159,0.004563210636806809,0.0005005823166733493
2,9.691358717612246,0.004108043952326619,0.0039311371674693035,0.00017690678485731554
2,9.989554163964812,0.0034038078462134843,0.003386615402937594,1.719244327589046e-05
2,10.28774961031738,0.002598966582084187,0.002917518112143997,0.00031855153005980966
2,10.585945056669948,0.0022636160553636334,0.002513397868356984,0.0002497818129933507
2,10.884140503022515,0.0019618005813151606,0.002165254370955433,0.00020345378964027258
2,11.182335949375084,0.002213313476355566,0.0018653339966450983,0.0003479794797104675
2,11.480531395727649,0.0019618005813151606,0.0016069571158536175,0.0003548434654615431
2,11.778726842080218,0.001274332001538053,0.0013843693284082074,0.00011003732687015432
2,12.076922288432783,0.0012407969488659992,0.001192613305314846,4.818364355115316e-05
2,12.375117734785352,0.000972516527489561,0.0010274183823831438,5.4901854893582786e-05
2,12.673313181137921,0.0009725165274895669,0.0008851054467987207,8.741108069084617e-05
2,12.971508627490486,0.0010898892118417559,0.0007625049983392406,0.00032738421350251526
2,13.269704073843055,0.0007713062114572426,0.0006568865603473594,0.00011441965110988318
2,13.56789952019562,0.0005700958954249185,0.0005658978683481498,4.198027076768741e-06
2,13.86609496654819,0.0004694907374087564,0.00048751248195980334,1.8021744551046965e-05
2,14.164290412900757,0.000385653105728619,0.0004199846533445329,3.43315476159139e-05
2,14.462485859253324,0.00028504794771245926,0.00036181044705942735,7.67624993469681e-05
2,14.760681305605893,0.0003353505267205403,0.0003116942453941374,2.3656281326402866e-05
2,15.058876751958458,0.00020121031603232418,0.00026851989322426473,6.730957719194055e-05
2,15.357072198311027,0.0002179778423683512,0.00023132583973758077,1.3347997369229556e-05
2,15.655267644663592,0.00015090773702424313,0.00019928372340594032,4.8375986381697184e-05
2,15.953463091016161,0.00020121031603232418,0.00017167992326143662,2.953039277088756e-05
2,16.251658537368726,8.383763168013457e-05,0.00014789966559895302,6.406203391881845e-05
2,16.549853983721295,8.383763168013557e-05,0.00012741333214001717,4.35757004598816e-05
2,16.848049430073864,0.00015090773702424224,0.0001097646647223877,4.1143072301854535e-05
2,17.14624487642643,0.00010060515801616148,9.456060381795915e-05,6.044554198202329e-06
2,17.444440322779,0.0001341402106882169,8.146253456913493e-05,5.2677676119081983e-05
2,17.742635769131567,6.707010534410766e-05,7.017874538114098e-05,3.108640037033326e-06
2,18.040831215484133,1.6767526336027114e-05,6.04579311129986e-05,4.3690404776971486e-05
2,18.339026661836698,3.353505267205383e-05,5.2083596174495434e-05,1.8548543502441606e-05
