horizon,bin_centre,empirical_density,analytical_density_N_0_n,abs_diff
1000,-117.26713006898345,4.20607127890251e-06,1.3025441559167583e-05,8.819370280265073e-06
1000,-113.70085669762159,2.103035639451255e-05,1.9663261150059712e-05,1.3670952444528366e-06
1000,-110.13458332625972,2.9442498952317685e-05,2.9308605121090146e-05,1.3389383122753917e-07
1000,-106.56830995489786,6.86991642220746e-05,4.313315858106858e-05,2.5566005641006026e-05
1000,-103.00203658353598,4.907083158719595e-05,6.2676377050444e-05,1.3605545463248052e-05
1000,-99.43576321217412,8.832749685695271e-05,8.992346165656715e-05,1.5959647996144415e-06
1000,-95.86948984081225,0.00014581047100195425,0.0001273851079329677,1.842536306898655e-05
1000,-92.30321646945038,0.0001948813025891496,0.0001781725566276978,1.6708745961451806e-05
1000,-88.73694309808852,0.0002621784430515898,0.00024605912438223766,1.6119318669352122e-05
1000,-85.17066972672664,0.00030423915584061606,0.0003355170901366879,3.127793429607184e-05
1000,-81.60439635536477,0.0004065868902939093,0.0004517168895351467,4.512999924123742e-05
1000,-78.03812298400291,0.0006295086680757448,0.0006004744338455977,2.9034234230147045e-05
1000,-74.47184961264105,0.0007697110440391593,0.0007881324763353573,1.842143229619799e-05
1000,-70.90557624127918,0.0010374975821292897,0.0010213637409446869,1.6133841184602865e-05
1000,-67.3393028699173,0.0012309768609588012,0.0013068873625502327,7.591050159143158e-05
1000,-63.77302949855544,0.0017174791055518579,0.0016510962489014347,6.638285665042315e-05
1000,-60.20675612719357,0.0020189142138732127,0.0020596011851289186,4.068697125570592e-05
1000,-56.640482755831705,0.0025068184822258956,0.0025367074557678445,2.988897354194893e-05
1000,-53.07420938446984,0.0030662259623199417,0.003084850683553989,1.8624721234047383e-05
1000,-49.50793601310797,0.003805092483647137,0.0037040293556626063,0.00010106312798453072
1000,-45.9416626417461,0.00442478698540544,0.00439128073246604,3.3506252939400315e-05
1000,-42.37538927038423,0.00506691386731791,0.005140252991428597,7.333912411068653e-05
1000,-38.809115899022366,0.005861861339030465,0.005940928105310141,7.906676627967603e-05
1000,-35.2428425276605,0.006813835471822093,0.006779545956023138,3.428951579895548e-05
1000,-31.676569156298633,0.007653647703842934,0.00763876995475196,1.4877749090974092e-05
1000,-28.11029578493676,0.008549540886249169,0.008498118123322292,5.142276292687681e-05
1000,-24.544022413574893,0.009554791921906905,0.0093346621834189,0.0002201297384880046
1000,-20.977749042213027,0.010125415592077976,0.010123972525166513,1.4430669114627592e-06
1000,-17.411475670851154,0.010662390692017862,0.010841261499878803,0.00017887080786094071
1000,-13.845202299489287,0.01134237221544048,0.01146265423295171,0.00012028201751122965
1000,-10.278928928127428,0.011960664693439151,0.011966498051604053,5.833358164902477e-06
1000,-6.712655556765554,0.01239669408268528,0.012334611256181835,6.208282650344531e-05
1000,-3.146382185403681,0.012553720743764407,0.012553371135207596,3.496085568110291e-07
1000,0.4198911859581784,0.012472403365705625,0.012614550534161485,0.0001421471684558591
1000,3.9861645573200377,0.012550916696245138,0.012515831367319975,3.508532892516382e-05
1000,7.552437928681911,0.012496237769619306,0.012260950388451009,0.00023528738116829727
1000,11.118711300043785,0.011964870764718053,0.011859464440939695,0.00010540632377835889
1000,14.684984671405644,0.011050751273436571,0.011326155747106251,0.0002754044736696798
1000,18.251258042767518,0.010429654747918548,0.010680128830226161,0.00025047408230761264
1000,21.81753141412939,0.009840804768872278,0.009943675965866646,0.0001028711969943679
1000,25.38380478549125,0.009246346694787386,0.009141004981121931,0.00010534171366545497
1000,28.950078156853124,0.008563561123845476,0.008296930222193988,0.0002666309016514882
1000,32.516351528215,0.0073718409281564945,0.007435624328447972,6.378340029147746e-05
1000,36.08262489957686,0.006645592620665992,0.006579516066214825,6.607655445116725e-05
1000,39.648898270938716,0.005787554079769876,0.0057483999081337726,3.9154171636103345e-05
1000,43.21517164230059,0.00489867101616177,0.004958799009568018,6.0127993406247984e-05
1000,46.78144501366246,0.0042172874689796,0.004223597730039509,6.310261059908756e-06
1000,50.34771838502432,0.0035120695178836097,0.0035519357373270917,3.9866219443481996e-05
1000,53.913991756386196,0.0029638782278666237,0.0029493353879006625,1.4542839965961136e-05
1000,57.48026512774807,0.002443727413042368,0.0024180191373746685,2.5708275667699326e-05
1000,61.04653849910993,0.0018955361230254054,0.0019573649881332623,6.182886510785698e-05
1000,64.6128118704718,0.0015898949434251424,0.0015644453893507565,2.5449554074385853e-05
1000,68.17908524183368,0.0012674294787092945,0.0012345978309357903,3.28316477735042e-05
1000,71.74535861319553,0.0009940348455806304,0.0009619823891492865,3.205245643134397e-05
1000,75.3116319845574,0.0008257919944245294,0.000740091205426493,8.570078899803636e-05
1000,78.87790535591927,0.0005916540265656173,0.0005621858047008524,2.9468221864764892e-05
1000,82.44417872728114,0.0004192051041306185,0.0004216489442908938,2.4438401602753113e-06
1000,86.010452098643,0.00027059058560939585,0.00031224728379788887,4.165669818849302e-05
1000,89.57672547000487,0.0002159116589836613,0.00022830889446009986,1.2397235476438543e-05
1000,93.14299884136675,0.00017244892243500358,0.00016482515883990928,7.623763595094305e-06
1000,96.7092722127286,0.00012337809084780744,0.00011748994075347721,5.88815009433023e-06
1000,100.27554558409047,6.449309294317207e-05,8.269026365260287e-05,1.8197170709430792e-05
1000,103.84181895545234,5.4678926625732404e-05,5.746250816816372e-05,2.7835815424313135e-06
1000,107.40809232681421,4.346273654865944e-05,3.942677825649942e-05,4.035958292160019e-06
1000,110.97436569817609,1.96283326348783e-05,2.671003838471222e-05,7.081705749833922e-06
1000,114.54063906953795,1.9628332634878615e-05,1.7866284442558928e-05,1.762048192319687e-06
1000,118.1069124408998,1.1216190077073314e-05,1.1799686957654e-05,5.834968805806861e-07
1000,121.67318581226169,8.412142557804986e-06,7.694550202884271e-06,7.175923549207144e-07
1000,125.23945918362355,0.0,4.954188185713414e-06,4.954188185713414e-06
1000,128.8057325549854,2.8040475192683285e-06,3.149475766818127e-06,3.454282475497987e-07
1000,132.3720059263473,0.0,1.9768811158840414e-06,1.9768811158840414e-06
1000,135.93827929770916,2.8040475192683734e-06,1.22517843676907e-06,1.5788690824993034e-06
1000,139.50455266907102,4.20607127890246e-06,7.497123177043138e-07,3.456358961198146e-06
