horizon,x,empirical_density,analytical_gamma_density,abs_diff
10,28.848370884848915,0.0,1.128860600753165e-05,1.128860600753165e-05
10,29.24830911985097,1.2501930454272074e-05,8.565734081959465e-06,3.936196372312609e-06
10,29.648247354853023,0.0,6.488704111246351e-06,6.488704111246351e-06
10,30.04818558985508,0.0,4.907271099594134e-06,4.907271099594134e-06
10,30.448123824857134,1.2501930454272074e-05,3.705353437071027e-06,8.796577017201047e-06
10,30.84806205985919,0.0,2.7934751382360882e-06,2.7934751382360882e-06
10,31.248000294861242,0.0,2.102824067089122e-06,2.102824067089122e-06
10,31.647938529863296,0.0,1.5805954864642925e-06,1.5805954864642925e-06
10,32.04787676486535,0.0,1.1863539726669191e-06,1.1863539726669191e-06
10,32.447814999867404,0.0,8.891992295735166e-07,8.891992295735166e-07
10,32.84775323486946,1.2501930454272074e-05,6.655643006509614e-07,1.1836366153621113e-05
100,62.79213882809001,4.3062368179246605e-06,5.653785081378233e-06,1.3475482634535722e-06
100,63.95324543030648,0.0,1.0860529880092736e-05,1.0860529880092736e-05
100,65.11435203252296,1.2918710453773982e-05,2.019241005964343e-05,7.273699605869447e-06
100,66.27545863473944,3.0143657725472623e-05,3.6379088367144906e-05,6.2354306416722826e-06
100,67.43656523695591,5.167484181509593e-05,6.357947793728535e-05,1.1904636122189422e-05
100,68.59767183917239,9.904344681226719e-05,0.00010790318052293113,8.859733710663939e-06
100,69.75877844138887,0.00017655570953491108,0.00017800476786811127,1.4490583332001875e-06
100,70.91988504360535,0.0003057428140726509,0.000285703714891816,2.0039099180834893e-05
100,72.08099164582183,0.000456461102700014,0.0004465539624559968,9.907140244017163e-06
100,73.2420982480383,0.000736366495865117,0.000680258862016329,5.610763384878803e-05
100,74.40320485025478,0.0009818219944868227,0.0010108056921576784,2.898369767085577e-05
100,75.56431145247126,0.0015028766494557249,0.0014661859761409028,3.669067331482211e-05
100,76.72541805468772,0.002006706357152892,0.0020775799457734547,7.087358862056282e-05
100,77.8865246569042,0.003057428140726509,0.0028779200557624645,0.00017950808496404458
100,79.04763125912068,0.0037765696893199275,0.0038998101137827624,0.00012324042446283483
100,80.20873786133716,0.005206240312870915,0.005172859192573178,3.338112029773691e-05
100,81.36984446355363,0.0065325612527917095,0.00672058380246962,0.00018802254967791032
