horizon,x,empirical_density,analytical_lognormal_density,abs_diff
100,1.5849636881094254e-12,696448498.7478479,627821603.3330646,68626895.41478336
100,3.9816029603517696e-12,316841689.0370457,319629999.01276374,2788309.9757180214
100,1.0002224185206347e-11,148197730.40639105,161351855.2559099,13154124.849518836
100,2.5126686323914122e-11,73427869.4373417,80763576.9910874,7335707.553745702
100,6.31209972832007e-11,40138599.48626666,40084113.17692972,54486.309336937964
100,1.5856688170751118e-10,18497402.29338332,19726233.341107827,1228831.0477245077
100,3.9833743218020467e-10,8630096.612685591,9625675.232626552,995578.6199409608
100,1.0006674039829005e-09,4464966.463506434,4657291.22162751,192324.75812107604
100,2.513786484773249e-09,2208129.602321734,2234347.6024019523,26218.000080218073
100,6.314907896346976e-09,1015504.4683168746,1062877.5480053187,47373.07968844415
100,1.5863742597431637e-08,468193.6682525246,501338.29578512534,33144.627532600716
100,3.98514647130714e-08,227395.57117322847,234473.4532935682,7077.882120339724
100,1.001112587413197e-07,103068.60696541557,108735.56894420032,5666.961978784748
100,2.5149048344725276e-07,47487.11658141757,49999.39333120815,2512.2767497905807
100,6.317717313689943e-07,21915.15818883317,22796.752838271197,881.594649438026
100,1.5870800162531432e-06,10134.717137728805,10306.148565037347,171.43142730854197
100,3.986919409217645e-06,4354.719091925474,4619.92535590256,265.20626397708656
100,1.0015579688995968e-05,2037.8880773829922,2053.4714588912548,15.583381508262619
100,2.5160236817105022e-05,892.7034167437861,905.018663507032,12.31524676324591
100,6.320527980904791e-05,382.97048514886774,395.49550510271314,12.525019953845401
100,0.0001587786086744674,165.59252333215818,171.37233759723833,5.779814265080148
100,0.000398869313588431,71.20219308254316,73.63004088758159,2.427847805038425
100,0.0010020035485302113,30.36325252962847,31.367832823300926,1.0045802936724577
100,0.0025171430267085255,12.667284987157423,13.250404608886223,0.5831196217287999
100,0.006323339898547586,5.419054049490223,5.549948041439755,0.13089399194953266
100,0.015884924713574427,2.268025681925747,2.304962408004663,0.03693672607891596
100,0.039904676516580445,0.922200411707657,0.9491916923937498,0.0269912806860928
100,0.1002449326393193,0.3743904930761929,0.3875780401642821,0.013187547088089224
100,0.25182628696880355,0.15208176127874673,0.1569204512425965,0.004838689963849757
100,0.63261530671746,0.062109857071621144,0.06299630637570605,0.0008864493040849075
100,1.5891991702311972,0.024254503233079608,0.025076433952628607,0.0008219307195489987
100,3.9922429568899105,0.009691899075537016,0.0098976392200955,0.00020574014455848437
100,10.028953025767331,0.0037202268818224042,0.0038735807501942675,0.0001533538683718633
100,25.19383210870582,0.0014542115038776835,0.001503172287990718,4.8960784113034504e-05
100,63.2896748734239,0.0005624360033391235,0.0005783890463227244,1.595304298360092e-05
100,158.9906183505751,0.00021245074164578668,0.0002206716339240728,8.220892278286115e-06
100,399.4019051931135,7.975382494025834e-05,8.348109057279514e-05,3.7272656325368e-06
100,1003.3414771690597,2.9846023887034435e-05,3.131445584625278e-05,1.4684319592183437e-06
